"","AURKA","ETV1","FGFR1"
"TCGA-L5-A4OS",NA,0,NA
"TCGA-L5-A4OT",NA,0,NA
"TCGA-L5-A4OU",NA,0,NA
"TCGA-L5-A4OW",NA,0,NA
"TCGA-L5-A4OX",NA,0,NA
"TCGA-L5-A88S",NA,0,NA
"TCGA-L5-A88T",NA,0,NA
"TCGA-L5-A88V",NA,0,NA
"TCGA-L5-A88W",NA,0,NA
"TCGA-L5-A88Y",NA,0,NA
"TCGA-L5-A88Z",NA,0,NA
"TCGA-L5-A891",NA,0,NA
"TCGA-L5-A893",NA,0,NA
"TCGA-L5-A8NE",NA,0,NA
"TCGA-L5-A8NF",NA,0,NA
"TCGA-L5-A8NG",NA,0,NA
"TCGA-L5-A8NH",NA,0,NA
"TCGA-L5-A8NI",NA,0,NA
"TCGA-L5-A8NJ",NA,0,NA
"TCGA-L5-A8NK",NA,0,NA
"TCGA-L5-A8NL",NA,0,NA
"TCGA-L5-A8NM",NA,0,NA
"TCGA-L5-A8NN",NA,0,NA
"TCGA-L5-A8NQ",NA,0,NA
"TCGA-L5-A8NR",NA,0,NA
"TCGA-L5-A8NS",NA,0,NA
"TCGA-L5-A8NT",NA,0,NA
"TCGA-L5-A8NU",NA,0,NA
"TCGA-L5-A8NV",NA,0,NA
"TCGA-L5-A8NW",NA,0,NA
"TCGA-L7-A56G",NA,0,NA
"TCGA-L7-A6VZ",NA,0,NA
"TCGA-LN-A49K",NA,0,NA
"TCGA-LN-A49L",NA,0,NA
"TCGA-LN-A49M",NA,0,NA
"TCGA-LN-A49N",NA,0,NA
"TCGA-LN-A49O",NA,0,NA
"TCGA-LN-A49P",NA,0,NA
"TCGA-LN-A49R",NA,0,NA
"TCGA-LN-A49S",NA,0,NA
"TCGA-LN-A49U",NA,0,NA
"TCGA-LN-A49V",NA,-1,NA
"TCGA-LN-A49W",NA,0,NA
"TCGA-LN-A49X",NA,0,NA
"TCGA-LN-A49Y",NA,0,NA
"TCGA-LN-A4A1",NA,0,NA
"TCGA-LN-A4A2",NA,0,NA
"TCGA-LN-A4A3",NA,0,NA
"TCGA-LN-A4A4",NA,0,NA
"TCGA-LN-A4A5",NA,0,NA
"TCGA-LN-A4A6",NA,0,NA
"TCGA-LN-A4A8",NA,0,NA
"TCGA-LN-A4A9",NA,0,NA
"TCGA-LN-A4MQ",NA,0,NA
"TCGA-LN-A4MR",NA,0,NA
"TCGA-LN-A5U5",NA,0,NA
"TCGA-LN-A5U6",NA,0,NA
"TCGA-LN-A5U7",NA,0,NA
"TCGA-LN-A7HV",NA,0,NA
"TCGA-LN-A7HW",NA,0,NA
"TCGA-LN-A7HX",NA,0,NA
"TCGA-LN-A7HY",NA,0,NA
"TCGA-LN-A7HZ",NA,0,NA
"TCGA-LN-A8HZ",NA,0,NA
"TCGA-LN-A8I0",NA,0,NA
"TCGA-LN-A8I1",NA,0,NA
"TCGA-LN-A9FO",NA,0,NA
"TCGA-LN-A9FP",NA,0,NA
"TCGA-LN-A9FQ",NA,0,NA
"TCGA-LN-A9FR",NA,0,NA
"TCGA-M9-A5M8",NA,0,NA
"TCGA-Q9-A6FU",NA,0,NA
"TCGA-Q9-A6FW",NA,0,NA
"TCGA-R6-A6DN",NA,0,NA
"TCGA-R6-A6DQ",NA,0,NA
"TCGA-R6-A6KZ",NA,0,NA
"TCGA-R6-A6L4",NA,0,NA
"TCGA-R6-A6L6",NA,0,NA
"TCGA-R6-A6XG",NA,0,NA
"TCGA-R6-A6XQ",NA,0,NA
"TCGA-R6-A6Y0",NA,0,NA
"TCGA-R6-A6Y2",NA,0,NA
"TCGA-R6-A8W5",NA,0,NA
"TCGA-R6-A8W8",NA,0,NA
"TCGA-R6-A8WC",NA,0,NA
"TCGA-R6-A8WG",NA,0,NA
"TCGA-RE-A7BO",NA,0,NA
"TCGA-S8-A6BV",NA,0,NA
"TCGA-S8-A6BW",NA,0,NA
"TCGA-V5-A7RB",NA,0,NA
"TCGA-V5-A7RC",NA,0,NA
"TCGA-V5-A7RE",NA,0,NA
"TCGA-V5-AASV",NA,0,NA
"TCGA-V5-AASW",NA,0,NA
"TCGA-V5-AASX",NA,0,NA
"TCGA-VR-A8EO",NA,0,NA
"TCGA-VR-A8EP",NA,0,NA
"TCGA-VR-A8EQ",NA,0,NA
"TCGA-VR-A8ER",NA,0,NA
"TCGA-VR-A8ET",NA,0,NA
"TCGA-VR-A8EU",NA,0,NA
"TCGA-VR-A8EW",NA,0,NA
"TCGA-VR-A8EX",NA,0,NA
"TCGA-VR-A8EY",NA,0,NA
"TCGA-VR-A8EZ",NA,0,NA
"TCGA-VR-A8Q7",NA,0,NA
"TCGA-VR-AA4D",NA,0,NA
"TCGA-VR-AA4G",NA,0,NA
"TCGA-VR-AA7B",NA,0,NA
"TCGA-VR-AA7D",NA,0,NA
"TCGA-VR-AA7I",NA,0,NA
"TCGA-X8-AAAR",NA,0,NA
"TCGA-XP-A8T6",NA,0,NA
"TCGA-XP-A8T7",NA,0,NA
"TCGA-XP-A8T8",NA,0,NA
"TCGA-Z6-A8JD",NA,0,NA
"TCGA-Z6-A8JE",NA,0,NA
"TCGA-Z6-A9VB",NA,0,NA
"TCGA-Z6-AAPN",NA,0,NA
"TCGA-ZR-A9CJ",NA,0,NA
